,stays_in_weekend_nights,stays_in_week_nights,lead_time,arrival_year,arrival_month,arrival_day,market_segment_type,avg_price_per_room,booking_status
8810,0,1,35,2017,12,26,Online,97.0,1
8811,0,1,37,2018,9,2,Online,99.0,0
8812,1,0,12,2017,10,4,Offline,72.0,1
8813,0,3,151,2018,8,10,Online,130.5,0
8814,1,2,305,2018,11,4,Offline,89.0,0
8815,1,3,75,2018,4,25,Online,103.7,1
8816,2,1,122,2018,3,27,Offline,107.0,1
8817,2,1,24,2018,11,27,Online,80.2,1
8818,1,2,32,2017,10,12,Online,73.87,1
8819,1,1,183,2018,8,8,Online,137.7,0
8820,0,2,27,2017,9,18,Online,124.0,1
8821,0,4,90,2018,4,12,Online,99.45,0
8822,1,1,82,2018,5,2,Offline,80.0,1
8823,2,4,38,2018,3,4,Online,73.1,0
8824,2,2,8,2017,12,4,Corporate,84.0,1
8825,0,2,263,2018,10,21,Offline,110.0,0
8826,0,1,14,2018,3,24,Online,215.5,1
8827,1,0,59,2018,10,9,Online,151.2,1
8828,0,3,0,2017,10,20,Corporate,123.0,1
8829,1,2,305,2018,11,4,Offline,89.0,0
8830,0,3,7,2018,5,5,Offline,112.0,1
8831,1,2,58,2018,11,18,Online,86.4,1
8832,2,2,10,2018,11,11,Online,86.72,1
8833,0,3,98,2018,6,2,Online,198.9,0
8834,0,3,71,2018,6,14,Offline,120.0,1
8835,0,3,71,2018,6,14,Offline,120.0,1
8836,0,3,25,2018,5,10,Online,129.0,1
8837,0,4,237,2018,10,12,Online,107.53,0
8838,2,3,192,2017,8,6,Online,76.5,1
8839,2,1,68,2018,11,27,Online,109.8,0
8840,2,5,57,2017,12,25,Online,72.47,1
8841,1,1,100,2018,5,14,Online,219.6,0
8842,2,5,136,2018,6,28,Online,80.75,1
8843,0,4,253,2018,5,4,Offline,90.0,0
8844,2,4,47,2017,10,25,Offline,198.68,1
8845,1,2,51,2018,9,2,Online,123.3,0
8846,0,1,1,2018,6,17,Offline,89.25,1
8847,0,2,7,2018,11,10,Complementary,0.0,1
8848,0,3,53,2018,4,28,Online,120.0,1
8849,0,2,15,2018,2,12,Online,79.0,0
8850,1,2,418,2018,9,26,Offline,75.0,0
8851,0,2,177,2018,6,3,Offline,100.0,0
8852,1,2,201,2018,10,3,Online,142.56,0
8853,0,3,36,2018,11,1,Offline,75.0,1
8854,1,3,71,2018,11,28,Online,68.07,1
8855,2,2,7,2018,12,2,Online,89.89,1
8856,0,3,85,2017,9,30,Offline,100.0,1
8857,0,2,322,2018,12,9,Offline,52.0,1
8858,2,0,32,2018,12,4,Online,96.0,1
8859,1,3,282,2018,12,29,Online,83.3,0
8860,1,3,5,2017,8,31,Online,105.25,1
8861,1,3,140,2018,7,18,Online,114.33,1
8862,1,0,22,2018,5,29,Online,109.0,1
8863,2,5,137,2018,8,20,Online,102.73,1
8864,2,2,96,2018,4,17,Online,84.58,1
8865,1,2,141,2018,6,3,Offline,132.0,1
8866,2,2,123,2018,5,22,Online,116.95,1
8867,2,2,79,2018,1,10,Offline,70.0,1
8868,0,4,58,2018,4,27,Online,99.88,1
8869,1,4,191,2018,10,5,Online,98.1,0
8870,2,1,49,2018,3,5,Online,69.5,1
8871,2,5,104,2018,9,5,Online,98.64,1
8872,0,3,0,2017,10,1,Online,138.67,1
8873,0,1,27,2018,6,9,Offline,120.0,1
8874,1,3,32,2018,6,27,Online,129.15,1
8875,2,2,81,2018,3,25,Offline,65.0,0
8876,1,1,71,2018,10,22,Offline,142.5,1
8877,1,3,85,2018,10,6,Offline,85.0,1
8878,1,2,224,2017,10,2,Offline,65.0,1
8879,2,1,87,2018,10,23,Offline,106.25,1
8880,1,5,56,2018,11,14,Online,88.4,0
8881,0,2,203,2018,8,17,Online,114.3,0
8882,2,2,47,2018,1,30,Online,55.24,1
8883,1,1,62,2018,2,15,Online,48.6,1
8884,0,1,12,2018,7,30,Corporate,65.0,1
8885,1,1,31,2018,4,9,Online,0.0,1
8886,2,1,23,2018,10,29,Online,140.0,0
8887,0,3,271,2018,9,21,Offline,101.33,0
8888,0,2,228,2018,8,10,Online,90.9,0
8889,0,4,323,2018,5,17,Offline,70.0,0
8890,2,5,19,2018,9,18,Online,234.71,0
8891,1,3,42,2018,4,21,Online,103.84,1
8892,2,7,34,2018,8,16,Online,168.3,1
8893,0,2,112,2018,6,2,Offline,100.0,1
8894,0,3,89,2017,11,17,Online,63.75,1
8895,0,3,61,2018,12,8,Online,93.6,1
8896,1,1,39,2018,4,11,Online,177.3,1
8897,0,4,31,2018,3,2,Online,117.3,1
8898,0,1,0,2018,4,1,Corporate,67.0,1
8899,2,3,276,2018,5,13,Offline,61.0,0
8900,0,2,11,2018,3,10,Online,95.0,1
8901,0,3,122,2018,5,17,Online,103.5,1
8902,0,1,55,2018,4,6,Offline,104.0,1
8903,2,2,132,2018,5,13,Online,113.05,1
8904,2,4,38,2017,10,31,Offline,64.72,1
8905,4,11,4,2018,2,25,Online,110.53,0
8906,2,1,72,2018,4,24,Online,115.5,0
8907,1,4,190,2018,6,22,Offline,95.0,1
8908,2,2,83,2018,5,7,Online,124.65,1
8909,1,1,275,2018,6,4,Offline,62.8,0
8910,0,4,108,2018,10,11,Online,199.8,0
8911,1,0,0,2018,12,5,Online,88.0,1
8912,0,2,225,2018,8,12,Online,96.3,0
8913,1,4,40,2018,9,5,Online,115.2,1
8914,1,2,78,2018,3,25,Offline,100.0,0
8915,0,2,164,2017,10,2,Offline,100.0,1
8916,0,1,15,2018,1,21,Online,75.0,1
8917,2,2,174,2018,8,12,Online,99.45,1
8918,1,3,85,2018,9,15,Online,168.3,0
8919,0,3,113,2018,5,31,Corporate,100.0,0
8920,2,3,127,2018,7,28,Online,141.3,1
8921,1,0,91,2018,6,26,Online,85.5,0
8922,2,2,23,2018,11,25,Online,154.0,0
8923,2,2,157,2018,7,16,Online,87.13,0
8924,2,3,25,2017,11,22,Offline,65.0,1
8925,0,4,296,2018,9,21,Offline,117.0,0
8926,2,5,34,2018,8,27,Online,103.89,1
8927,2,3,72,2018,5,22,Online,132.6,0
8928,1,0,60,2018,4,25,Corporate,65.0,1
8929,0,5,205,2018,7,26,Online,70.03,0
8930,2,2,61,2018,4,24,Online,99.66,1
8931,2,5,190,2018,8,19,Online,89.25,0
8932,1,1,2,2018,11,26,Online,99.5,0
8933,1,1,97,2018,3,12,Online,78.3,0
8934,4,11,155,2018,8,30,Online,117.42,0
8935,1,2,302,2018,9,16,Offline,100.0,0
8936,0,1,12,2018,7,6,Corporate,125.0,1
8937,2,3,39,2018,1,1,Online,60.97,1
8938,0,1,4,2018,5,27,Online,176.0,1
8939,0,1,28,2018,2,4,Online,81.0,0
8940,2,1,25,2018,2,14,Online,72.8,0
8941,1,2,59,2018,6,3,Online,156.3,1
8942,1,0,0,2018,12,26,Online,83.16,1
8943,1,3,15,2018,6,20,Online,125.0,1
8944,0,2,88,2017,8,14,Online,76.5,1
8945,1,4,148,2017,12,30,Offline,67.0,1
8946,1,2,280,2018,9,19,Offline,100.0,0
8947,0,4,100,2018,9,28,Offline,100.0,0
8948,0,2,28,2017,11,19,Offline,99.0,1
8949,0,1,8,2018,11,2,Online,120.0,1
8950,1,0,33,2018,2,15,Online,67.5,0
8951,0,3,38,2018,3,3,Corporate,87.71,1
8952,0,3,87,2018,6,9,Online,97.71,1
8953,2,3,40,2017,9,13,Online,94.5,1
8954,1,1,44,2018,1,2,Complementary,2.0,1
8955,0,1,1,2017,8,26,Complementary,0.0,1
8956,1,4,148,2018,8,22,Online,90.9,0
8957,0,1,39,2018,12,27,Offline,65.0,1
8958,0,2,86,2018,7,26,Online,137.7,1
8959,0,3,41,2018,3,16,Offline,85.0,1
8960,0,2,86,2018,3,2,Offline,60.0,1
8961,0,2,265,2018,6,24,Offline,115.0,0
8962,0,2,38,2018,2,5,Online,87.3,0
8963,0,2,32,2018,11,11,Online,130.0,0
8964,0,1,119,2018,11,10,Online,170.1,1
8965,0,3,4,2017,8,18,Corporate,65.0,1
8966,0,2,48,2018,2,26,Online,79.4,1
8967,1,0,3,2018,12,19,Online,97.5,1
8968,0,3,276,2018,9,22,Offline,95.67,1
8969,0,3,304,2018,11,3,Offline,89.0,0
8970,1,3,196,2018,5,12,Offline,80.75,1
8971,1,3,285,2018,10,3,Offline,100.0,0
8972,1,1,4,2018,5,2,Offline,90.0,1
8973,2,4,121,2018,9,9,Online,89.76,1
8974,1,2,82,2018,4,11,Offline,80.75,1
8975,0,4,170,2018,7,19,Online,85.0,1
8976,0,2,2,2018,6,16,Online,141.0,1
8977,2,3,152,2018,7,22,Online,101.15,0
8978,0,3,28,2018,10,18,Online,160.2,1
8979,1,3,28,2018,9,5,Online,116.25,1
8980,1,0,23,2018,6,12,Online,133.95,1
8981,0,4,52,2018,3,9,Online,63.75,0
8982,0,2,79,2018,7,19,Online,137.7,1
8983,1,3,27,2017,9,28,Online,149.88,1
8984,1,1,5,2018,3,28,Online,84.0,1
8985,0,1,66,2018,9,3,Online,96.3,1
8986,0,2,151,2018,1,19,Offline,71.0,1
8987,1,3,158,2018,6,30,Online,121.55,0
8988,1,2,9,2018,12,16,Online,78.0,1
8989,1,2,117,2018,2,29,Offline,76.0,1
8990,2,2,75,2018,10,22,Online,112.79,0
8991,0,2,103,2018,4,19,Offline,115.0,0
8992,0,2,257,2017,7,1,Offline,101.5,0
8993,0,4,133,2018,7,6,Online,120.7,1
8994,2,3,17,2018,11,27,Online,83.2,0
8995,2,1,82,2017,12,19,Offline,60.0,1
8996,1,2,40,2018,4,1,Online,107.1,0
8997,0,1,0,2018,2,10,Complementary,0.0,1
8998,1,0,27,2018,9,25,Online,104.0,1
8999,1,3,322,2018,5,19,Offline,80.0,0
9000,2,3,207,2017,8,21,Online,76.5,1
9001,1,2,168,2018,4,22,Offline,85.0,0
9002,2,1,93,2018,12,18,Online,79.2,1
9003,0,2,17,2017,10,16,Offline,48.0,1
9004,0,3,57,2018,12,27,Online,112.8,1
9005,0,3,13,2018,4,26,Offline,96.0,1
9006,2,4,95,2018,12,24,Online,80.61,1
9007,0,1,29,2018,5,18,Online,156.0,0
9008,2,0,1,2017,12,27,Corporate,65.0,1
9009,0,2,7,2018,2,12,Online,106.0,0
9010,1,1,32,2018,9,24,Online,202.05,0
9011,2,2,12,2018,11,18,Online,87.63,1
9012,0,4,51,2018,11,16,Offline,75.0,1
9013,0,1,8,2018,2,19,Corporate,81.0,1
9014,0,4,162,2018,7,5,Online,99.45,1
9015,1,3,17,2018,8,22,Online,230.0,1
9016,0,2,245,2018,6,17,Offline,75.0,0
9017,1,2,142,2018,5,9,Online,125.33,1
9018,0,3,77,2018,10,6,Online,132.3,0
9019,1,1,4,2018,5,21,Offline,112.0,1
9020,2,3,37,2018,4,30,Offline,96.3,1
9021,2,5,59,2018,5,28,Online,96.99,1
9022,1,3,78,2018,3,24,Online,70.03,1
9023,0,1,28,2017,10,29,Offline,130.0,1
9024,0,2,38,2018,10,14,Online,157.5,1
9025,1,1,20,2018,2,8,Online,83.8,1
9026,0,2,3,2018,11,4,Online,109.73,1
9027,1,1,60,2017,9,21,Offline,65.0,1
9028,1,1,32,2018,7,18,Offline,85.0,1
9029,0,1,22,2018,10,25,Offline,95.0,1
9030,0,2,77,2018,7,12,Online,94.5,0
9031,1,0,6,2018,4,24,Online,146.0,1
9032,0,1,93,2018,8,13,Online,112.5,1
9033,1,0,6,2017,8,16,Online,162.0,0
9034,1,3,254,2018,9,29,Online,100.3,0
9035,0,1,4,2018,8,25,Online,149.0,1
9036,2,2,39,2018,2,28,Online,72.2,1
9037,0,2,10,2018,4,7,Complementary,0.0,1
9038,2,1,8,2018,10,29,Online,85.35,1
9039,0,2,101,2018,11,11,Online,144.45,1
9040,2,1,80,2017,11,14,Online,65.45,1
9041,1,4,74,2018,12,5,Online,88.4,1
9042,2,1,40,2018,8,27,Online,153.6,1
9043,1,3,210,2017,10,8,Offline,72.75,1
9044,2,4,53,2018,2,27,Offline,61.5,1
9045,0,3,59,2018,8,31,Online,109.8,1
9046,1,3,100,2018,5,19,Online,136.0,1
9047,2,1,31,2017,10,25,Offline,75.0,1
9048,0,2,141,2018,9,23,Online,163.8,1
9049,1,2,243,2018,9,9,Online,104.4,0
9050,0,4,28,2018,3,9,Online,120.65,1
9051,2,1,73,2018,4,3,Online,96.3,0
9052,2,2,15,2018,11,12,Online,85.85,1
9053,2,1,93,2018,10,15,Offline,115.0,0
9054,0,3,43,2018,2,17,Online,86.61,0
9055,1,2,88,2018,7,18,Offline,96.9,1
9056,1,0,18,2018,12,11,Offline,89.0,1
9057,0,3,22,2018,10,11,Offline,95.0,1
9058,0,3,17,2017,10,1,Online,113.33,1
9059,1,2,256,2017,9,14,Offline,76.67,1
9060,1,2,203,2018,9,5,Offline,80.75,1
9061,2,3,98,2018,5,8,Online,109.65,0
9062,1,1,7,2018,10,17,Online,70.0,1
9063,0,3,0,2018,3,23,Online,131.0,1
9064,0,2,142,2018,7,1,Online,85.5,1
9065,2,5,153,2018,7,30,Online,101.35,0
9066,0,1,23,2018,11,11,Online,112.0,1
9067,2,2,24,2017,12,4,Online,123.5,1
9068,2,1,76,2018,12,3,Online,79.2,1
9069,2,2,91,2018,5,22,Online,109.65,1
9070,1,0,6,2018,8,21,Offline,75.0,1
9071,2,5,277,2018,9,5,Offline,89.14,1
9072,0,2,211,2018,5,20,Offline,100.0,0
9073,1,1,105,2018,8,6,Online,107.1,1
9074,1,1,29,2018,5,21,Online,113.55,0
9075,0,2,141,2018,9,23,Online,163.8,1
9076,0,1,62,2018,9,21,Offline,75.0,1
9077,0,2,0,2017,8,14,Offline,109.0,1
9078,1,2,273,2018,5,13,Offline,95.0,0
9079,2,1,127,2018,8,27,Offline,94.78,0
9080,1,3,136,2018,3,24,Online,68.55,1
9081,2,5,12,2018,1,16,Online,89.0,1
9082,2,2,45,2017,10,16,Online,78.54,1
9083,1,0,63,2018,8,8,Online,168.3,0
9084,0,3,166,2018,11,1,Offline,110.0,0
9085,2,2,8,2018,5,27,Online,176.34,1
9086,1,0,35,2018,9,26,Offline,99.0,1
9087,0,1,51,2018,5,27,Online,158.0,0
9088,1,3,11,2018,1,4,Offline,70.0,1
9089,0,1,5,2018,8,20,Online,130.0,1
9090,1,1,0,2018,11,7,Corporate,75.0,1
9091,2,2,65,2018,11,19,Online,63.58,1
9092,2,1,54,2018,4,2,Offline,75.0,1
9093,0,2,70,2018,10,18,Online,97.2,1
9094,1,2,18,2018,12,30,Online,148.0,1
9095,1,3,71,2018,3,3,Online,95.25,1
9096,2,1,44,2017,11,8,Offline,60.0,1
9097,2,2,42,2018,3,20,Online,168.63,0
9098,0,3,101,2018,5,19,Online,140.4,1
9099,0,1,55,2018,4,6,Offline,104.0,1
9100,0,3,2,2018,11,17,Online,168.0,0
9101,2,1,12,2018,10,2,Online,6.0,1
9102,0,2,164,2017,10,2,Offline,100.0,1
9103,2,1,180,2018,10,8,Online,141.3,1
9104,0,2,377,2018,10,14,Offline,90.0,1
9105,1,3,7,2018,11,24,Online,98.13,1
9106,1,1,301,2018,7,30,Offline,109.0,0
9107,0,1,5,2018,2,2,Online,79.0,1
9108,0,2,320,2018,8,18,Offline,115.0,0
9109,1,0,48,2018,11,6,Online,79.2,1
9110,2,5,127,2018,10,3,Online,108.0,1
9111,0,2,57,2018,10,12,Online,202.5,1
9112,2,3,9,2018,9,30,Online,245.0,1
9113,0,2,2,2018,11,30,Corporate,65.0,1
9114,1,2,3,2017,8,14,Online,126.67,1
9115,0,1,37,2018,11,12,Offline,67.5,1
9116,0,2,49,2018,3,23,Online,99.0,0
9117,0,1,84,2018,12,22,Online,122.0,0
9118,0,1,1,2018,11,29,Offline,75.0,1
9119,2,2,22,2018,8,21,Online,166.0,0
9120,2,1,53,2018,8,27,Offline,77.04,0
9121,0,2,257,2017,7,1,Offline,101.5,0
9122,1,2,68,2018,6,3,Online,137.4,1
9123,0,1,99,2018,2,19,Corporate,80.0,1
9124,2,2,15,2018,3,12,Online,100.0,1
9125,0,2,88,2018,9,16,Online,158.4,1
9126,2,2,77,2018,8,26,Online,147.6,0
9127,2,2,72,2018,5,29,Online,109.65,0
9128,1,2,69,2018,6,17,Online,126.9,1
9129,0,3,60,2018,3,31,Online,107.1,0
9130,1,0,49,2018,7,11,Online,93.15,0
9131,0,3,29,2018,3,23,Offline,64.8,1
9132,2,2,17,2018,5,7,Online,148.38,1
9133,0,2,1,2018,4,14,Aviation,95.0,1
9134,2,3,268,2018,10,9,Offline,80.75,1
9135,0,1,8,2018,6,23,Online,100.0,1
9136,0,4,20,2018,2,10,Online,63.2,0
9137,2,1,20,2018,3,19,Online,107.67,1
9138,1,2,104,2018,5,16,Offline,75.0,1
9139,2,3,303,2018,8,19,Offline,78.0,0
9140,1,3,281,2018,10,3,Online,168.3,0
9141,0,2,30,2018,4,14,Online,157.5,0
9142,1,5,144,2018,7,25,Online,100.87,1
9143,0,2,204,2018,10,7,Online,180.9,0
9144,2,3,74,2018,2,21,Offline,112.0,1
9145,0,3,62,2018,10,13,Online,132.3,1
9146,2,1,150,2018,1,2,Offline,101.0,1
9147,1,2,82,2018,4,1,Online,81.9,1
9148,1,3,82,2018,6,30,Online,88.01,1
9149,2,2,31,2018,6,26,Online,98.1,1
9150,2,0,275,2018,4,17,Offline,110.0,0
9151,1,3,79,2018,4,28,Online,125.38,1
9152,0,2,164,2018,8,24,Online,145.8,0
9153,1,3,3,2018,2,29,Online,189.75,1
9154,0,1,2,2018,3,2,Offline,55.0,1
9155,0,3,41,2018,11,2,Offline,75.0,1
9156,2,5,137,2018,10,15,Online,114.28,1
9157,0,1,4,2018,2,16,Offline,72.8,1
9158,0,1,2,2018,1,30,Online,80.0,1
9159,2,3,41,2018,2,7,Offline,65.0,1
9160,0,4,98,2018,6,29,Online,146.7,0
9161,2,2,163,2018,6,5,Offline,100.0,0
9162,1,0,34,2017,10,18,Offline,69.3,1
9163,2,2,87,2018,3,20,Online,56.94,1
9164,0,2,49,2018,7,20,Online,198.9,0
9165,0,4,57,2018,3,29,Online,116.45,0
9166,0,1,56,2018,6,8,Offline,120.0,1
9167,1,0,36,2018,9,25,Online,72.07,1
9168,0,1,40,2018,10,15,Online,176.4,1
9169,0,5,104,2018,11,1,Online,79.2,0
9170,1,3,180,2018,8,11,Online,114.75,0
9171,1,2,219,2017,9,4,Offline,76.67,1
9172,0,1,76,2018,8,13,Online,207.9,0
9173,2,3,54,2018,11,6,Corporate,94.0,1
9174,2,0,10,2018,8,28,Online,118.0,0
9175,1,1,221,2018,12,31,Offline,71.28,1
9176,0,1,134,2017,8,20,Offline,63.75,1
9177,1,2,37,2017,12,14,Offline,70.0,1
9178,0,2,59,2018,11,11,Offline,75.0,1
9179,0,3,143,2018,8,25,Offline,100.0,1
9180,2,4,111,2018,9,17,Online,168.3,1
9181,0,2,7,2017,9,22,Online,126.0,1
9182,0,3,134,2018,5,17,Online,94.5,0
9183,0,1,52,2018,10,13,Corporate,67.0,1
9184,0,2,292,2018,7,21,Offline,115.0,0
9185,2,3,41,2017,10,18,Online,105.0,1
9186,0,4,85,2018,3,29,Online,82.45,1
9187,2,1,53,2018,3,6,Online,96.3,0
9188,1,1,137,2018,9,12,Offline,89.75,1
9189,1,1,98,2018,5,30,Offline,89.75,1
9190,0,2,5,2018,5,31,Online,119.0,1
9191,2,3,3,2017,11,8,Online,87.7,1
9192,0,3,95,2018,7,13,Online,121.5,1
9193,0,3,20,2017,10,27,Online,196.0,1
9194,1,2,35,2018,10,28,Online,129.0,1
9195,1,0,8,2018,11,21,Online,103.0,1
9196,2,3,28,2018,10,29,Online,103.4,1
9197,0,3,111,2018,7,13,Offline,72.25,1
9198,2,0,22,2018,8,21,Online,139.0,0
9199,0,2,145,2018,8,17,Online,181.8,1
9200,1,5,303,2018,12,27,Online,159.23,0
9201,0,2,0,2017,8,14,Offline,109.0,1
9202,2,0,150,2018,9,25,Online,91.48,1
9203,0,3,313,2018,12,1,Online,91.8,0
9204,1,2,0,2018,9,16,Complementary,0.0,1
9205,1,3,19,2018,11,24,Online,74.8,1
9206,0,5,67,2018,12,20,Online,64.67,1
9207,2,2,17,2018,12,2,Online,76.29,1
9208,2,5,257,2018,12,17,Online,73.95,0
9209,2,3,99,2018,5,6,Online,134.16,1
9210,1,2,52,2018,5,27,Online,108.11,1
9211,2,3,117,2018,6,9,Online,105.26,1
9212,0,2,12,2018,10,21,Online,180.0,1
9213,0,2,0,2017,8,7,Online,162.0,1
9214,0,4,58,2018,3,29,Online,98.6,1
9215,0,2,211,2018,5,20,Offline,100.0,0
9216,1,1,4,2018,5,21,Offline,112.0,1
9217,0,2,79,2017,11,13,Offline,75.0,1
9218,0,2,211,2018,5,20,Offline,100.0,0
9219,0,2,12,2018,1,19,Offline,71.0,1
9220,0,2,211,2018,5,20,Offline,100.0,0
9221,2,1,220,2018,9,17,Offline,128.0,0
9222,2,3,22,2018,8,21,Online,191.0,0
9223,1,2,46,2017,11,13,Offline,60.0,1
9224,0,2,37,2017,10,22,Online,105.3,1
9225,2,7,80,2017,7,31,Online,63.46,1
9226,2,1,220,2018,9,17,Offline,172.0,0
9227,1,3,222,2018,9,29,Online,111.35,0
9228,0,3,52,2018,5,11,Online,140.4,0
9229,1,1,155,2018,7,18,Online,103.5,0
9230,0,3,8,2017,9,30,Online,151.33,1
9231,2,2,208,2018,7,30,Online,80.75,0
9232,2,3,136,2018,8,11,Online,86.36,1
9233,2,0,75,2018,10,30,Offline,105.0,0
9234,2,1,145,2017,8,29,Offline,94.5,1
9235,0,2,172,2018,6,24,Offline,95.0,0
9236,0,4,106,2018,8,24,Online,152.1,0
9237,2,2,144,2018,7,22,Offline,96.9,1
9238,0,2,30,2018,6,2,Offline,140.0,1
9239,1,5,70,2018,7,11,Offline,85.0,1
9240,0,2,55,2017,9,9,Corporate,100.0,0
9241,1,0,164,2018,10,16,Offline,115.0,0
9242,1,2,66,2018,10,24,Online,184.52,1
9243,0,5,254,2018,10,25,Online,90.95,0
9244,2,2,34,2018,3,20,Offline,73.8,1
9245,1,3,15,2018,2,29,Online,85.55,1
9246,2,1,100,2018,9,25,Offline,80.75,1
9247,2,1,45,2018,6,26,Online,95.1,1
9248,2,3,99,2018,10,21,Online,236.52,0
9249,2,1,23,2018,1,2,Offline,109.0,1
9250,2,1,133,2018,9,3,Online,118.8,0
9251,2,1,5,2017,10,4,Online,96.0,1
9252,0,3,134,2018,6,30,Online,90.9,0
9253,1,2,193,2018,6,20,Offline,120.0,0
9254,1,3,156,2018,10,31,Online,122.63,0
9255,0,1,12,2018,10,12,Corporate,67.0,1
9256,0,1,93,2018,7,23,Offline,72.25,1
9257,1,2,233,2018,10,14,Offline,90.0,0
9258,1,4,37,2017,11,25,Online,94.18,1
9259,1,0,22,2018,9,12,Online,89.0,1
9260,1,2,161,2018,3,25,Offline,130.0,0
9261,1,2,91,2018,4,4,Offline,80.0,0
9262,0,2,65,2017,7,10,Online,68.85,0
9263,0,3,108,2018,5,4,Online,92.4,1
9264,1,2,133,2018,6,27,Online,109.8,0
9265,0,1,19,2018,4,30,Online,156.0,0
9266,0,1,15,2018,8,17,Online,124.0,1
9267,2,0,26,2018,10,2,Online,160.0,1
9268,0,1,0,2018,8,2,Online,73.81,1
9269,0,1,2,2018,1,29,Online,80.0,1
9270,0,3,304,2018,11,3,Offline,89.0,0
9271,0,3,68,2017,12,30,Online,93.78,1
9272,0,1,5,2018,4,28,Online,130.13,1
9273,0,1,40,2018,7,26,Offline,95.0,1
9274,2,1,96,2017,7,11,Offline,94.5,1
9275,1,0,18,2018,12,11,Offline,80.0,1
9276,2,2,86,2018,11,6,Online,146.6,0
9277,0,2,217,2018,9,15,Online,126.9,0
9278,0,2,164,2017,10,2,Offline,100.0,1
9279,0,2,211,2018,5,20,Offline,100.0,0
9280,1,1,31,2018,2,20,Online,72.8,1
9281,2,1,151,2018,7,10,Online,168.3,0
9282,2,5,85,2018,7,10,Online,140.27,1
9283,2,3,70,2018,10,30,Online,87.48,1
9284,2,3,218,2018,8,20,Online,90.95,0
9285,0,1,139,2018,7,2,Online,85.5,0
9286,0,1,1,2018,5,5,Complementary,0.0,1
9287,2,2,11,2018,7,10,Online,145.0,0
9288,1,2,36,2018,2,26,Online,160.5,0
9289,2,5,18,2018,8,27,Online,142.43,0
9290,0,3,75,2018,4,14,Online,157.6,0
9291,1,4,142,2018,8,8,Online,138.55,1
9292,2,2,107,2018,4,15,Online,95.2,1
9293,2,2,18,2017,9,13,Online,96.0,1
9294,0,2,48,2018,9,14,Offline,130.0,1
9295,1,3,87,2018,4,7,Online,82.45,1
9296,0,2,91,2018,5,10,Offline,75.0,0
9297,0,2,320,2018,8,18,Offline,115.0,0
9298,2,9,55,2018,12,13,Online,74.8,1
9299,1,3,14,2017,8,24,Online,90.0,1
9300,0,1,13,2018,6,14,Online,89.0,1
9301,0,2,41,2018,6,28,Online,107.1,0
9302,1,2,111,2018,8,8,Offline,94.78,1
9303,0,4,151,2018,1,19,Offline,71.0,1
9304,0,4,292,2018,12,13,Online,86.7,0
9305,2,1,202,2018,10,22,Online,109.8,0
9306,0,1,63,2018,7,23,Online,103.5,1
9307,1,0,4,2018,4,18,Online,89.0,1
9308,0,3,103,2018,5,4,Offline,80.0,1
9309,0,1,28,2018,11,2,Online,110.0,0
9310,0,5,85,2018,8,16,Online,134.1,1
9311,1,1,45,2018,9,12,Offline,81.0,1
9312,0,2,27,2017,9,30,Offline,108.0,1
9313,2,2,62,2018,3,13,Online,63.49,1
9314,0,2,188,2018,6,15,Offline,130.0,0
9315,0,1,1,2018,8,4,Online,151.0,1
9316,0,1,6,2017,8,26,Online,97.0,1
9317,2,4,129,2018,8,6,Online,114.3,0
9318,0,3,67,2018,3,10,Online,67.5,1
9319,3,6,160,2018,7,18,Online,97.56,1
9320,0,3,259,2018,5,5,Offline,90.0,0
9321,1,0,76,2018,10,10,Offline,120.0,0
9322,1,3,102,2018,12,5,Offline,68.0,1
9323,0,2,308,2018,11,25,Offline,52.0,0
9324,0,1,71,2018,11,3,Online,79.2,1
9325,1,2,56,2018,2,8,Online,71.52,1
9326,0,1,19,2018,10,26,Corporate,98.0,1
9327,0,1,13,2018,9,15,Corporate,100.0,1
9328,0,1,0,2017,12,11,Online,0.0,1
9329,0,4,195,2018,10,18,Online,90.9,0
9330,0,3,4,2018,2,25,Online,93.0,1
9331,0,2,2,2018,12,28,Online,142.0,1
9332,1,3,34,2018,9,26,Online,95.17,1
9333,0,4,86,2018,3,23,Offline,61.5,1
9334,3,6,104,2018,7,18,Online,120.8,1
9335,0,2,17,2018,3,9,Online,79.0,1
9336,0,3,56,2018,12,7,Online,93.6,0
9337,0,2,192,2018,6,24,Offline,95.0,1
9338,0,1,15,2018,2,11,Online,100.0,1
9339,0,2,292,2018,7,21,Offline,115.0,0
9340,2,5,97,2018,12,12,Online,103.7,1
9341,2,2,105,2018,10,21,Online,108.0,0
9342,1,1,47,2018,8,8,Online,207.9,0
9343,0,2,46,2018,6,22,Online,89.1,1
9344,0,2,74,2017,9,18,Offline,101.5,1
9345,1,4,38,2018,12,21,Online,120.7,1
9346,1,2,64,2018,10,14,Online,132.3,1
9347,1,2,6,2018,5,30,Online,155.0,1
9348,1,1,47,2018,10,24,Online,101.72,1
9349,2,3,51,2018,4,28,Online,116.1,0
9350,2,1,71,2018,10,22,Online,190.8,1
9351,0,2,74,2017,9,18,Offline,87.0,1
9352,1,2,102,2018,6,10,Online,159.3,1
9353,0,2,39,2017,8,14,Offline,101.5,1
9354,1,2,49,2017,11,6,Offline,60.0,1
9355,0,4,73,2017,7,7,Online,68.0,0
9356,2,0,48,2018,10,9,Online,139.5,0
9357,0,1,41,2017,10,28,Online,120.0,1
